"event_id","disease","serotype","lat","lon","locality","country","region","location","observation_date","report_date","display_date","species","diagnosis_source","humans_affected","humans_deaths"
313290,"Influenza - Avian","H5N2 HPAI",23.66625,120.30976,"Yuanchang Township","Taiwan (Province of China)","Asia","Yuanchang Township, Taiwan (Province of China), Asia","2022-02-02","2022-02-14","2022-02-02","Domestic,Goose","OIE",,
313289,"Influenza - Avian","H5N2 HPAI",23.654103,120.454558,"Dapi Township","Taiwan (Province of China)","Asia","Dapi Township, Taiwan (Province of China), Asia","2022-01-21","2022-02-15","2022-01-21","Domestic,Unspecified bird","OIE",,
313288,"Influenza - Avian","H5N2 HPAI",23.638,120.485,"DounanTownship","Taiwan (Province of China)","Asia","DounanTownship, Taiwan (Province of China), Asia","2022-01-11","2022-02-14","2022-01-11","Domestic,Goose","OIE",,
313287,"Influenza - Avian","H5N2 HPAI",23.679,120.58,"Gukeng  Township","Taiwan (Province of China)","Asia","Gukeng  Township, Taiwan (Province of China), Asia","2022-01-25","2022-02-15","2022-01-25","Domestic,Unspecified bird","OIE",,
313286,"Influenza - Avian","H5N2 HPAI",23.977,120.403,"Erlin Township","Taiwan (Province of China)","Asia","Erlin Township, Taiwan (Province of China), Asia","2022-01-24","2022-02-14","2022-01-24","Domestic,Chicken","OIE",,
312800,"Influenza - Avian","H5N2 HPAI",23.863319,120.345549,"Dacheng Township","Taiwan (Province of China)","Asia","Dacheng Township, Taiwan (Province of China), Asia","2022-01-13","2022-02-06","2022-01-13","Domestic,Chicken","OIE",,
312799,"Influenza - Avian","H5N2 HPAI",23.979372,120.384518,"Fangyuan Township","Taiwan (Province of China)","Asia","Fangyuan Township, Taiwan (Province of China), Asia","2022-01-04","2022-02-06","2022-01-04","Domestic,Chicken","OIE",,
312798,"Influenza - Avian","H5N2 HPAI",23.840771,120.423622,"Zhutang Township","Taiwan (Province of China)","Asia","Zhutang Township, Taiwan (Province of China), Asia","2022-01-07","2022-02-06","2022-01-07","Domestic,Chicken","OIE",,
313526,"Influenza - Avian","H5N1 HPAI",25.59,85.0966,"Poultry Research and Training Centre, BASU, Patna","India","Asia","Poultry Research and Training Centre, BASU, Patna, India, Asia","2022-01-18","2022-02-18","2022-01-18","Domestic,Unspecified bird","OIE",,
311348,"Influenza - Avian","H5N1 HPAI",6.285502,1.248623,"Adeticop? (Tounoukoutchi)","Togo","Africa","Adeticop? (Tounoukoutchi), Togo, Africa","2022-01-01","2022-01-14","2022-01-01","Domestic,Chicken","OIE",,
314081,"Influenza - Avian","H5N1 HPAI",40.1907,141.7756,"Kuji-City1","Japan","Asia","Kuji-City1, Japan, Asia","2022-02-11","2022-02-18","2022-02-11","Domestic,Duck","OIE",,
312207,"Influenza - Avian","H5N1 HPAI",35.7079,140.5643,"Sousa-City1","Japan","Asia","Sousa-City1, Japan, Asia","2022-01-25","2022-01-28","2022-01-25","Domestic,Unspecified bird","OIE",,
311866,"Influenza - Avian","H5N1 HPAI",35.6657,140.3181,"Yachimata-City1","Japan","Asia","Yachimata-City1, Japan, Asia","2022-01-18","2022-01-24","2022-01-18","Domestic,Unspecified bird","OIE",,
311788,"Influenza - Avian","H5N1 HPAI",32.211,130.199,"Nagashima-Town1","Japan","Asia","Nagashima-Town1, Japan, Asia","2022-01-12","2022-01-19","2022-01-12","Domestic,Unspecified bird","OIE",,
311341,"Influenza - Avian","H5N1 HPAI",33.9197,133.1812,"Saijo-City2","Japan","Asia","Saijo-City2, Japan, Asia","2022-01-04","2022-01-14","2022-01-04","Domestic,Unspecified bird / Domestic,Chicken","OIE",,
314101,"Influenza - Avian","H5N1 HPAI",27.592006,84.645371,"Rapti Municipality-6, Beldiya, Bhandara, Chitwon","Nepal","Asia","Rapti Municipality-6, Beldiya, Bhandara, Chitwon, Nepal, Asia","2022-02-03","2022-02-18","2022-02-03","Domestic,Unspecified bird","OIE",,
314100,"Influenza - Avian","H5N1 HPAI",27.77049,85.3945,"Gokarneshwor Municipality-3, Baluwa, Kathmandu","Nepal","Asia","Gokarneshwor Municipality-3, Baluwa, Kathmandu, Nepal, Asia","2022-01-26","2022-02-18","2022-01-26","Domestic,Unspecified bird","OIE",,
314099,"Influenza - Avian","H5N1 HPAI",26.597972,87.279209,"Duhabi Municipality-3, Sonapur, Sunsari","Nepal","Asia","Duhabi Municipality-3, Sonapur, Sunsari, Nepal, Asia","2022-01-31","2022-02-18","2022-01-31","Domestic,Unspecified bird","OIE",,
314098,"Influenza - Avian","H5N1 HPAI",27.773862,85.322118,"Tarkeshwor Municipality-1, Sanglachhap, Kathmandu","Nepal","Asia","Tarkeshwor Municipality-1, Sanglachhap, Kathmandu, Nepal, Asia","2022-01-30","2022-02-18","2022-01-30","Domestic,Unspecified bird","OIE",,
313273,"Influenza - Avian","H5N1 HPAI",26.415,87.31,"Biratnagar metropolitan city-18, Morang","Nepal","Asia","Biratnagar metropolitan city-18, Morang, Nepal, Asia","2022-01-30","2022-02-11","2022-01-30","Domestic,Unspecified bird","OIE",,
312329,"Influenza - Avian","H5N1 HPAI",26.521401,87.310642,"Gramthan-1, Khuniyakatta, Morang","Nepal","Asia","Gramthan-1, Khuniyakatta, Morang, Nepal, Asia","2022-01-17","2022-01-28","2022-01-17","Domestic,Chicken","OIE",,
312114,"Influenza - Avian","H5N1 HPAI",13.4592,2.196,"Route Changa(Commune of Niamey 4,  district of Niamey 4, region of Niamey)","Niger","Africa","Route Changa(Commune of Niamey 4,  district of Niamey 4, region of Niamey), Niger, Africa","2022-01-12","2022-01-25","2022-01-12","Domestic,Chicken","FAO ECTAD RAF",,
312113,"Influenza - Avian","H5N1 HPAI",13.5503,2.0701,"SONUCI Niamey (Commune of Niamey 1 , district of Niamey1 , region of Niamey)","Niger","Africa","SONUCI Niamey (Commune of Niamey 1 , district of Niamey1 , region of Niamey), Niger, Africa","2022-01-12","2022-01-24","2022-01-12","Domestic,Unspecified bird","FAO ECTAD RAF",,
312737,"Influenza - Avian","H5N1 HPAI",59.322525,18.111556,"Nacka","Sweden","Europe","Nacka, Sweden, Europe","2022-01-11","2022-02-04","2022-01-11","Wild,Mute Swan:Cygnus olor(Anatidae)","OIE",,
312736,"Influenza - Avian","H5N1 HPAI",55.59299,14.286514,"Simrishamn","Sweden","Europe","Simrishamn, Sweden, Europe","2022-01-15","2022-02-04","2022-01-15","Wild,Buzzard","OIE",,
312063,"Influenza - Avian","H5N1 HPAI",56.152772,13.77446,"H?ssleholm","Sweden","Europe","H?ssleholm, Sweden, Europe","2022-01-06","2022-01-25","2022-01-06","Wild,Herring Gull:Larus argentatus(Laridae)","OIE",,
311934,"Influenza - Avian","H5N1 HPAI",55.5489,13.1414,"Svedala","Sweden","Europe","Svedala, Sweden, Europe","2022-01-01","2022-01-24","2022-01-01","Wild,Barnacle Goose:Branta leucopsis(Anatidae)","OIE",,
311203,"Influenza - Avian","H5N1 HPAI",56.04,14.5,"Glommen","Sweden","Europe","Glommen, Sweden, Europe","2022-01-01","2022-01-13","2022-01-01","Wild,Magpie","OIE",,
310994,"Influenza - Avian","H5N1 HPAI",59.321704,18.035899,"S?der M?larstrand","Sweden","Europe","S?der M?larstrand, Sweden, Europe","2022-01-03","2022-01-12","2022-01-03","Wild,Mute Swan:Cygnus olor(Anatidae)","OIE",,
313334,"Influenza - Avian","H5N1 HPAI",44.76,-63.3,"Eastern Nova Scotia","Canada","Americas","Eastern Nova Scotia, Canada, Americas","2022-01-23","2022-02-14","2022-01-23","Domestic,Unspecified bird","OIE",,
313331,"Influenza - Avian","H5N1 HPAI",44.9878,-64.1379,"Western Nova Scotia","Canada","Americas","Western Nova Scotia, Canada, Americas","2022-02-02","2022-02-14","2022-02-02","Domestic,Unspecified bird","OIE",,
313330,"Influenza - Avian","H5N1 HPAI",45.04,-64.63,"Western Nova Scotia","Canada","Americas","Western Nova Scotia, Canada, Americas","2022-01-30","2022-02-14","2022-01-30","Domestic,Turkey","OIE",,
312741,"Influenza - Avian","H5N1 HPAI",45.04,-64.63,"Western Nova Scotia","Canada","Americas","Western Nova Scotia, Canada, Americas","2022-01-30","2022-02-04","2022-01-30","Domestic,Turkey","OIE",,
313664,"Influenza - Avian","H5N1 HPAI",43.668202,-0.5178,"SERRES-GASTON","France","Europe","SERRES-GASTON, France, Europe","2022-01-07","2022-02-15","2022-01-07","Domestic,Duck","OIE",,
313663,"Influenza - Avian","H5N1 HPAI",43.395039,-0.902453,"ANDREIN","France","Europe","ANDREIN, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313662,"Influenza - Avian","H5N1 HPAI",43.637127,-0.452853,"BATS","France","Europe","BATS, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313661,"Influenza - Avian","H5N1 HPAI",43.663788,-0.457087,"BATS","France","Europe","BATS, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313660,"Influenza - Avian","H5N1 HPAI",43.659775,-0.45564,"BATS","France","Europe","BATS, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Unspecified bird","OIE",,
313659,"Influenza - Avian","H5N1 HPAI",43.624463,-0.389132,"PAYROS-CAZAUTETS","France","Europe","PAYROS-CAZAUTETS, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313658,"Influenza - Avian","H5N1 HPAI",43.576488,-0.932889,"HABAS","France","Europe","HABAS, France, Europe","2022-01-25","2022-02-15","2022-01-25","Domestic,Duck","OIE",,
313657,"Influenza - Avian","H5N1 HPAI",43.792535,-0.346255,"CASTANDET","France","Europe","CASTANDET, France, Europe","2022-01-26","2022-02-15","2022-01-26","Domestic,Duck","OIE",,
313656,"Influenza - Avian","H5N1 HPAI",43.19032,-0.098105,"PONTACQ","France","Europe","PONTACQ, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313655,"Influenza - Avian","H5N1 HPAI",43.253269,-0.977282,"LOHITZUN-OYHERCQ","France","Europe","LOHITZUN-OYHERCQ, France, Europe","2022-01-26","2022-02-15","2022-01-26","Domestic,Duck","OIE",,
313654,"Influenza - Avian","H5N1 HPAI",43.778621,-0.520216,"SAINT-SEVER","France","Europe","SAINT-SEVER, France, Europe","2022-01-25","2022-02-15","2022-01-25","Domestic,Chicken","OIE",,
313653,"Influenza - Avian","H5N1 HPAI",43.396532,-0.951611,"SAUVETERRE-DE-BEARN","France","Europe","SAUVETERRE-DE-BEARN, France, Europe","2022-01-26","2022-02-15","2022-01-26","Domestic,Duck","OIE",,
313652,"Influenza - Avian","H5N1 HPAI",44.066926,-0.156245,"VIELLE-SOUBIRAN","France","Europe","VIELLE-SOUBIRAN, France, Europe","2022-01-26","2022-02-15","2022-01-26","Domestic,Duck","OIE",,
313651,"Influenza - Avian","H5N1 HPAI",43.436497,-1.004515,"ESCOS","France","Europe","ESCOS, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Duck","OIE",,
313650,"Influenza - Avian","H5N1 HPAI",43.901969,-0.139963,"MAULEON-D'ARMAGNAC","France","Europe","MAULEON-D'ARMAGNAC, France, Europe","2022-01-26","2022-02-15","2022-01-26","Domestic,Duck","OIE",,
313649,"Influenza - Avian","H5N1 HPAI",43.396095,-0.896136,"ANDREIN","France","Europe","ANDREIN, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313648,"Influenza - Avian","H5N1 HPAI",43.815352,-0.562908,"HAUT-MAUCO","France","Europe","HAUT-MAUCO, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313647,"Influenza - Avian","H5N1 HPAI",43.615878,-0.814678,"POMAREZ","France","Europe","POMAREZ, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313646,"Influenza - Avian","H5N1 HPAI",43.827699,-0.314347,"SAINT-GEIN","France","Europe","SAINT-GEIN, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Chicken","OIE",,
313645,"Influenza - Avian","H5N1 HPAI",43.732411,-0.653515,"MONTAUT","France","Europe","MONTAUT, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313644,"Influenza - Avian","H5N1 HPAI",43.875505,-0.763432,"SAINT-YAGUEN","France","Europe","SAINT-YAGUEN, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313643,"Influenza - Avian","H5N1 HPAI",43.480394,-0.953518,"SALIES-DE-BEARN","France","Europe","SALIES-DE-BEARN, France, Europe","2022-01-21","2022-02-15","2022-01-21","Domestic,Duck","OIE",,
313642,"Influenza - Avian","H5N1 HPAI",43.575819,-0.975733,"MISSON","France","Europe","MISSON, France, Europe","2022-01-21","2022-02-15","2022-01-21","Domestic,Duck","OIE",,
313641,"Influenza - Avian","H5N1 HPAI",43.62216,-0.287548,"LATRILLE","France","Europe","LATRILLE, France, Europe","2022-01-21","2022-02-15","2022-01-21","Domestic,Chicken","OIE",,
313640,"Influenza - Avian","H5N1 HPAI",43.655296,-0.897965,"CLERMONT","France","Europe","CLERMONT, France, Europe","2022-01-23","2022-02-15","2022-01-23","Domestic,Duck","OIE",,
313639,"Influenza - Avian","H5N1 HPAI",43.8801,0.202258,"LAGRAULET-DU-GERS","France","Europe","LAGRAULET-DU-GERS, France, Europe","2022-01-18","2022-02-15","2022-01-18","Domestic,Duck","OIE",,
313638,"Influenza - Avian","H5N1 HPAI",43.653673,-0.01264,"IZOTGES","France","Europe","IZOTGES, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313637,"Influenza - Avian","H5N1 HPAI",43.614228,-0.82245,"POMAREZ","France","Europe","POMAREZ, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313636,"Influenza - Avian","H5N1 HPAI",43.702984,-0.629671,"DOAZIT","France","Europe","DOAZIT, France, Europe","2022-01-21","2022-02-15","2022-01-21","Domestic,Duck","OIE",,
313635,"Influenza - Avian","H5N1 HPAI",46.808996,-1.783903,"SAINT-CHRISTOPHE-DU-LIGNERON","France","Europe","SAINT-CHRISTOPHE-DU-LIGNERON, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313634,"Influenza - Avian","H5N1 HPAI",43.577619,-0.734199,"AMOU","France","Europe","AMOU, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313633,"Influenza - Avian","H5N1 HPAI",43.567619,-0.719405,"BONNEGARDE","France","Europe","BONNEGARDE, France, Europe","2022-01-20","2022-02-15","2022-01-20","Domestic,Duck","OIE",,
313632,"Influenza - Avian","H5N1 HPAI",43.755612,-0.19678,"HOUGA","France","Europe","HOUGA, France, Europe","2022-01-20","2022-02-15","2022-01-20","Domestic,Duck","OIE",,
313631,"Influenza - Avian","H5N1 HPAI",43.184616,-0.063737,"OSSUN","France","Europe","OSSUN, France, Europe","2022-01-17","2022-02-15","2022-01-17","Domestic,Duck","OIE",,
313630,"Influenza - Avian","H5N1 HPAI",43.792581,-0.508444,"BENQUET","France","Europe","BENQUET, France, Europe","2022-02-01","2022-02-15","2022-02-01","Domestic,Chicken","OIE",,
313629,"Influenza - Avian","H5N1 HPAI",43.755851,-0.655165,"TOULOUZETTE","France","Europe","TOULOUZETTE, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Duck","OIE",,
313628,"Influenza - Avian","H5N1 HPAI",43.886155,-0.352133,"SAINT-CRICQ-VILLENEUVE","France","Europe","SAINT-CRICQ-VILLENEUVE, France, Europe","2022-02-07","2022-02-15","2022-02-07","Domestic,Duck","OIE",,
313627,"Influenza - Avian","H5N1 HPAI",46.781451,-1.71264,"MACHE","France","Europe","MACHE, France, Europe","2022-02-09","2022-02-15","2022-02-09","Domestic,Duck","OIE",,
313626,"Influenza - Avian","H5N1 HPAI",43.393147,-1.013451,"GABAT","France","Europe","GABAT, France, Europe","2022-02-10","2022-02-15","2022-02-10","Domestic,Duck","OIE",,
313625,"Influenza - Avian","H5N1 HPAI",43.678582,-0.192852,"GEE-RIVIERE","France","Europe","GEE-RIVIERE, France, Europe","2022-01-14","2022-02-15","2022-01-14","Domestic,Duck","OIE",,
313624,"Influenza - Avian","H5N1 HPAI",43.725815,-0.422877,"BUANES","France","Europe","BUANES, France, Europe","2022-01-06","2022-02-15","2022-01-06","Domestic,Duck","OIE",,
313623,"Influenza - Avian","H5N1 HPAI",43.834231,0.679646,"FLEURANCE","France","Europe","FLEURANCE, France, Europe","2022-01-17","2022-02-15","2022-01-17","Domestic,Duck","OIE",,
313622,"Influenza - Avian","H5N1 HPAI",43.683631,-0.029964,"TERMES-D'ARMAGNAC","France","Europe","TERMES-D'ARMAGNAC, France, Europe","2022-01-17","2022-02-15","2022-01-17","Domestic,Duck","OIE",,
313621,"Influenza - Avian","H5N1 HPAI",43.82303,0.691379,"CERAN","France","Europe","CERAN, France, Europe","2022-01-17","2022-02-15","2022-01-17","Domestic,Duck","OIE",,
313620,"Influenza - Avian","H5N1 HPAI",43.64884,-0.067018,"RISCLE","France","Europe","RISCLE, France, Europe","2022-01-18","2022-02-15","2022-01-18","Domestic,Duck","OIE",,
313619,"Influenza - Avian","H5N1 HPAI",43.756134,-0.680267,"TOULOUZETTE","France","Europe","TOULOUZETTE, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313618,"Influenza - Avian","H5N1 HPAI",43.67906,-0.295481,"AIRE-SUR-L'ADOUR","France","Europe","AIRE-SUR-L'ADOUR, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Chicken","OIE",,
313617,"Influenza - Avian","H5N1 HPAI",43.885962,-0.273873,"PERQUIE","France","Europe","PERQUIE, France, Europe","2022-01-31","2022-02-15","2022-01-31","Domestic,Duck","OIE",,
313616,"Influenza - Avian","H5N1 HPAI",43.727458,-0.781418,"LOURQUEN","France","Europe","LOURQUEN, France, Europe","2022-01-31","2022-02-15","2022-01-31","Domestic,Chicken","OIE",,
313615,"Influenza - Avian","H5N1 HPAI",43.375043,-0.221436,"GABASTON","France","Europe","GABASTON, France, Europe","2022-01-31","2022-02-15","2022-01-31","Domestic,Duck","OIE",,
313614,"Influenza - Avian","H5N1 HPAI",44.065693,-0.163058,"VIELLE-SOUBIRAN","France","Europe","VIELLE-SOUBIRAN, France, Europe","2022-02-01","2022-02-15","2022-02-01","Domestic,Chicken","OIE",,
313613,"Influenza - Avian","H5N1 HPAI",43.566585,-0.344455,"LAURET","France","Europe","LAURET, France, Europe","2022-01-10","2022-02-15","2022-01-10","Domestic,Duck","OIE",,
313612,"Influenza - Avian","H5N1 HPAI",49.602071,1.600345,"BELLIERE","France","Europe","BELLIERE, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Unspecified bird","OIE",,
313611,"Influenza - Avian","H5N1 HPAI",43.831199,0.036111,"MANCIET","France","Europe","MANCIET, France, Europe","2022-02-01","2022-02-15","2022-02-01","Domestic,Duck","OIE",,
313610,"Influenza - Avian","H5N1 HPAI",43.535375,-0.839699,"BAIGTS-DE-BEARN","France","Europe","BAIGTS-DE-BEARN, France, Europe","2022-02-01","2022-02-15","2022-02-01","Domestic,Duck","OIE",,
313609,"Influenza - Avian","H5N1 HPAI",43.762204,-0.725026,"SOUPROSSE","France","Europe","SOUPROSSE, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313608,"Influenza - Avian","H5N1 HPAI",43.730637,-0.784706,"LOURQUEN","France","Europe","LOURQUEN, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313607,"Influenza - Avian","H5N1 HPAI",43.770615,-0.298532,"VIGNAU","France","Europe","VIGNAU, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313606,"Influenza - Avian","H5N1 HPAI",43.760588,-0.661294,"TOULOUZETTE","France","Europe","TOULOUZETTE, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Duck","OIE",,
313605,"Influenza - Avian","H5N1 HPAI",43.646975,-0.94108,"MIMBASTE","France","Europe","MIMBASTE, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313604,"Influenza - Avian","H5N1 HPAI",43.717479,-0.79052,"LAHOSSE","France","Europe","LAHOSSE, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313603,"Influenza - Avian","H5N1 HPAI",43.760245,-0.880938,"CASSEN","France","Europe","CASSEN, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313602,"Influenza - Avian","H5N1 HPAI",43.724305,-0.747376,"SAINT-AUBIN","France","Europe","SAINT-AUBIN, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Duck","OIE",,
313601,"Influenza - Avian","H5N1 HPAI",43.60338,-0.77802,"AMOU","France","Europe","AMOU, France, Europe","2022-01-31","2022-02-15","2022-01-31","Domestic,Chicken","OIE",,
313600,"Influenza - Avian","H5N1 HPAI",43.743141,-0.762487,"MUGRON","France","Europe","MUGRON, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313599,"Influenza - Avian","H5N1 HPAI",43.701048,-0.65572,"DOAZIT","France","Europe","DOAZIT, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Duck","OIE",,
313598,"Influenza - Avian","H5N1 HPAI",43.708304,-0.664819,"DOAZIT","France","Europe","DOAZIT, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Chicken","OIE",,
313597,"Influenza - Avian","H5N1 HPAI",43.408141,-0.97403,"ATHOS-ASPIS","France","Europe","ATHOS-ASPIS, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313596,"Influenza - Avian","H5N1 HPAI",43.53171,-0.806624,"SAINT-BOES","France","Europe","SAINT-BOES, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313595,"Influenza - Avian","H5N1 HPAI",43.55422,-0.82956,"SAINT-GIRONS-EN-BEARN","France","Europe","SAINT-GIRONS-EN-BEARN, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313594,"Influenza - Avian","H5N1 HPAI",43.413096,-0.965794,"ATHOS-ASPIS","France","Europe","ATHOS-ASPIS, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313593,"Influenza - Avian","H5N1 HPAI",43.594954,-0.836768,"TILH","France","Europe","TILH, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313592,"Influenza - Avian","H5N1 HPAI",43.471655,-0.369209,"AUGA","France","Europe","AUGA, France, Europe","2022-01-30","2022-02-15","2022-01-30","Domestic,Duck","OIE",,
313591,"Influenza - Avian","H5N1 HPAI",43.255846,-0.980484,"LOHITZUN-OYHERCQ","France","Europe","LOHITZUN-OYHERCQ, France, Europe","2022-01-17","2022-02-15","2022-01-17","Domestic,Duck","OIE",,
313590,"Influenza - Avian","H5N1 HPAI",43.989922,0.136631,"CASTELNAU D'AUZAN LABARRERE","France","Europe","CASTELNAU D'AUZAN LABARRERE, France, Europe","2022-01-18","2022-02-15","2022-01-18","Domestic,Duck","OIE",,
313589,"Influenza - Avian","H5N1 HPAI",43.709263,-0.849199,"MONTFORT-EN-CHALOSSE","France","Europe","MONTFORT-EN-CHALOSSE, France, Europe","2022-01-17","2022-02-15","2022-01-17","Domestic,Duck","OIE",,
313588,"Influenza - Avian","H5N1 HPAI",43.787798,-0.372765,"BORDERES-ET-LAMENSANS","France","Europe","BORDERES-ET-LAMENSANS, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Unspecified bird","OIE",,
313587,"Influenza - Avian","H5N1 HPAI",43.69243,-0.228727,"BARCELONNE-DU-GERS","France","Europe","BARCELONNE-DU-GERS, France, Europe","2022-01-05","2022-02-15","2022-01-05","Domestic,Duck","OIE",,
313586,"Influenza - Avian","H5N1 HPAI",43.603309,-0.263281,"SAINT-AGNET","France","Europe","SAINT-AGNET, France, Europe","2022-01-07","2022-02-15","2022-01-07","Domestic,Duck","OIE",,
313585,"Influenza - Avian","H5N1 HPAI",43.606634,-0.435226,"ARBOUCAVE","France","Europe","ARBOUCAVE, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Chicken","OIE",,
313584,"Influenza - Avian","H5N1 HPAI",43.649927,-0.435916,"URGONS","France","Europe","URGONS, France, Europe","2022-01-25","2022-02-15","2022-01-25","Domestic,Duck","OIE",,
313583,"Influenza - Avian","H5N1 HPAI",43.680884,-0.429923,"SAINT-LOUBOUER","France","Europe","SAINT-LOUBOUER, France, Europe","2022-01-25","2022-02-15","2022-01-25","Domestic,Duck","OIE",,
313582,"Influenza - Avian","H5N1 HPAI",43.642224,-0.279469,"SEGOS","France","Europe","SEGOS, France, Europe","2022-01-26","2022-02-15","2022-01-26","Domestic,Duck","OIE",,
313581,"Influenza - Avian","H5N1 HPAI",43.585423,-0.380167,"PIMBO","France","Europe","PIMBO, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313580,"Influenza - Avian","H5N1 HPAI",43.650764,-0.366375,"PECORADE","France","Europe","PECORADE, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313579,"Influenza - Avian","H5N1 HPAI",43.628134,-0.331675,"SORBETS","France","Europe","SORBETS, France, Europe","2022-01-21","2022-02-15","2022-01-21","Domestic,Duck","OIE",,
313578,"Influenza - Avian","H5N1 HPAI",43.790714,-0.284258,"VIGNAU","France","Europe","VIGNAU, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Duck","OIE",,
313577,"Influenza - Avian","H5N1 HPAI",43.618289,-0.280582,"SAINT-AGNET","France","Europe","SAINT-AGNET, France, Europe","2022-01-24","2022-02-15","2022-01-24","Domestic,Chicken","OIE",,
313576,"Influenza - Avian","H5N1 HPAI",43.451379,-0.274507,"SEVIGNACQ","France","Europe","SEVIGNACQ, France, Europe","2022-02-01","2022-02-15","2022-02-01","Domestic,Duck","OIE",,
313575,"Influenza - Avian","H5N1 HPAI",43.203988,-0.939901,"ORDIARP","France","Europe","ORDIARP, France, Europe","2022-01-06","2022-02-15","2022-01-06","Domestic,Duck","OIE",,
313574,"Influenza - Avian","H5N1 HPAI",43.523551,-0.554303,"CASTEIDE-CANDAU","France","Europe","CASTEIDE-CANDAU, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313573,"Influenza - Avian","H5N1 HPAI",43.402084,-0.888675,"ANDREIN","France","Europe","ANDREIN, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Duck","OIE",,
313572,"Influenza - Avian","H5N1 HPAI",43.680208,-0.832857,"POYARTIN","France","Europe","POYARTIN, France, Europe","2022-01-27","2022-02-15","2022-01-27","Domestic,Duck","OIE",,
313571,"Influenza - Avian","H5N1 HPAI",43.349843,-0.869897,"RIVEHAUTE","France","Europe","RIVEHAUTE, France, Europe","2022-01-28","2022-02-15","2022-01-28","Domestic,Duck","OIE",,
313570,"Influenza - Avian","H5N1 HPAI",43.630767,-0.663599,"CAZALIS","France","Europe","CAZALIS, France, Europe","2022-01-29","2022-02-15","2022-01-29","Domestic,Duck","OIE",,
313569,"Influenza - Avian","H5N1 HPAI",43.427773,-0.289005,"LASCLAVERIES","France","Europe","LASCLAVERIES, France, Europe","2022-01-30","2022-02-15","2022-01-30","Domestic,Duck","OIE",,
313568,"Influenza - Avian","H5N1 HPAI",43.896226,-0.799665,"BEYLONGUE","France","Europe","BEYLONGUE, France, Europe","2022-01-10","2022-02-15","2022-01-10","Domestic,Duck","OIE",,
